"gene_id","ensembl_gene_id","gene_symbol","gene_type","HT55_log2FC","HT55_padj","HT55_status","SW948_log2FC","SW948_padj","SW948_status","significance_group"
"ENSG00000151651.18","ENSG00000151651","ADAM8","protein_coding",-1.48613916097797,0.010914790169339,"Downregulated",2.83685963811064,1.88916195476891e-15,"Upregulated","Significant_both"
"ENSG00000151657.14","ENSG00000151657","KIN","protein_coding",-0.441538671305144,0.0127472031129725,"Not_significant",-0.681155301871194,9.14967300591571e-06,"Not_significant","Neither"
"ENSG00000151665.15","ENSG00000151665","PIGF","protein_coding",-0.518704098814081,0.000214524066842293,"Not_significant",-0.151705381889579,0.239560472061917,"Not_significant","Neither"
"ENSG00000151687.16","ENSG00000151687","ANKAR","protein_coding",-0.796299026479668,0.0214340981258428,"Not_significant",1.00850017476067,0.000181115160422183,"Upregulated","SW948_only"
"ENSG00000151689.15","ENSG00000151689","INPP1","protein_coding",0.662060630754198,4.0202221474376e-06,"Not_significant",0.782929969178733,1.72601742599631e-10,"Not_significant","Neither"
"ENSG00000151690.17","ENSG00000151690","MFSD6","protein_coding",0.0455542791531749,0.56675855895837,"Not_significant",-0.430395586368938,3.44942211085774e-12,"Not_significant","Neither"
"ENSG00000151692.17","ENSG00000151692","RNF144A","protein_coding",0.18874408241967,0.67372176514381,"Not_significant",1.89650507470366,2.27472297413873e-27,"Upregulated","SW948_only"
"ENSG00000151693.13","ENSG00000151693","ASAP2","protein_coding",0.311689495779732,1.40463565493312e-05,"Not_significant",0.92032857680894,2.45284714994928e-48,"Not_significant","Neither"
"ENSG00000151694.17","ENSG00000151694","ADAM17","protein_coding",0.156915668181278,0.0485585864528781,"Not_significant",0.227266744754398,0.000751721598437873,"Not_significant","Neither"
"ENSG00000151715.10","ENSG00000151715","TMEM45B","protein_coding",0.732462520713274,2.05697758570204e-23,"Not_significant",0.255680662923123,0.000441845604369365,"Not_significant","Neither"
"ENSG00000151718.18","ENSG00000151718","WWC2","protein_coding",0.257881846649401,0.361112673042315,"Not_significant",0.359091781108317,0.0675158467907458,"Not_significant","Neither"
"ENSG00000151725.14","ENSG00000151725","CENPU","protein_coding",-0.818164581211742,2.72150841877384e-06,"Not_significant",-0.914438958390329,5.22256906161793e-12,"Not_significant","Neither"
"ENSG00000151726.18","ENSG00000151726","ACSL1","protein_coding",1.69635620394191,1.22784121499244e-74,"Upregulated",1.12722664187076,1.0264138585397e-38,"Upregulated","Significant_both"
"ENSG00000151729.13","ENSG00000151729","SLC25A4","protein_coding",0.274994092783631,0.104242854894524,"Not_significant",0.940033723253701,7.95885955837141e-13,"Not_significant","Neither"
"ENSG00000151743.12","ENSG00000151743","AMN1","protein_coding",1.04750860483552,2.15500819723379e-05,"Upregulated",2.6274480977331,8.72616449762092e-42,"Upregulated","Significant_both"
"ENSG00000151746.17","ENSG00000151746","BICD1","protein_coding",-0.0851732319559333,0.605565099248025,"Not_significant",1.42222884484949,2.47726136923205e-27,"Upregulated","SW948_only"
